review,category_sentiment,category,sentiment
"pengalaman hotel terburuk, pintu hotel jelek, ac tua kurang berfungsi, 1 hari pertama tidak disediakan selimut, selimut juga kotor, sprai dan tempat tidur kotor, tempat tidur juga ga spring bed, ventilasi wc jelek, jadi bau, air kotor, lantai kayu, tv kecil lama tidak terurus, pelayanan juga tidak memuaskan, hotel airy terburuk yang pernah ada.",tv_P1-neg,tv_P1,neg
"pengalaman hotel terburuk, pintu hotel jelek, ac tua kurang berfungsi, 1 hari pertama tidak disediakan selimut, selimut juga kotor, sprai dan tempat tidur kotor, tempat tidur juga ga spring bed, ventilasi wc jelek, jadi bau, air kotor, lantai kayu, tv kecil lama tidak terurus, pelayanan juga tidak memuaskan, hotel airy terburuk yang pernah ada.",service-neg,service,neg
bantal dan selimut kurang bersih dan berbau apek,linen_P1-neg,linen_P1,neg
bantal dan selimut kurang bersih dan berbau apek,kebersihan-neg,kebersihan,neg
bantal dan selimut kurang bersih dan berbau apek,bau_P1-neg,bau_P1,neg
"kurang siap, ketika datang harus nunggu sekitar 1 jam untuk kamar dibersihkan",service-neg,service,neg
ac nya aga bau ,ac_P1-neg,ac_P1,neg
ac nya aga bau ,bau_P1-neg,bau_P1,neg
"old school hotelnya. kebersihannya bisa lah ditingkatkan lagi, bakwan sarapannya masih belom mateng pas saya makan",kebersihan-neg,kebersihan,neg
"old school hotelnya. kebersihannya bisa lah ditingkatkan lagi, bakwan sarapannya masih belom mateng pas saya makan",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"PENGANTAR TAMU KAYA TAI, TAMUNYA DITINGGALIN, JALANNYA CEPET, GAK ADA SENYUMNYA TUH ORANG Tempatnya besar, kasur empuk, bersih, AC lumayan dingin, lemari tidak ada hanger, dalam toilet tidak ada shower gun untuk bilas setelah bab, air panas tidak fungsi tapi lumayam bangetlah untuk kualitas kamarnya",service-neg,service,neg
"PENGANTAR TAMU KAYA TAI, TAMUNYA DITINGGALIN, JALANNYA CEPET, GAK ADA SENYUMNYA TUH ORANG Tempatnya besar, kasur empuk, bersih, AC lumayan dingin, lemari tidak ada hanger, dalam toilet tidak ada shower gun untuk bilas setelah bab, air panas tidak fungsi tapi lumayam bangetlah untuk kualitas kamarnya",linen_P1-neg,linen_P1,neg
"PENGANTAR TAMU KAYA TAI, TAMUNYA DITINGGALIN, JALANNYA CEPET, GAK ADA SENYUMNYA TUH ORANG Tempatnya besar, kasur empuk, bersih, AC lumayan dingin, lemari tidak ada hanger, dalam toilet tidak ada shower gun untuk bilas setelah bab, air panas tidak fungsi tapi lumayam bangetlah untuk kualitas kamarnya",kebersihan-pos,kebersihan,pos
"PENGANTAR TAMU KAYA TAI, TAMUNYA DITINGGALIN, JALANNYA CEPET, GAK ADA SENYUMNYA TUH ORANG Tempatnya besar, kasur empuk, bersih, AC lumayan dingin, lemari tidak ada hanger, dalam toilet tidak ada shower gun untuk bilas setelah bab, air panas tidak fungsi tapi lumayam bangetlah untuk kualitas kamarnya",air_panas_P1-neg,air_panas_P1,neg
"PENGANTAR TAMU KAYA TAI, TAMUNYA DITINGGALIN, JALANNYA CEPET, GAK ADA SENYUMNYA TUH ORANG Tempatnya besar, kasur empuk, bersih, AC lumayan dingin, lemari tidak ada hanger, dalam toilet tidak ada shower gun untuk bilas setelah bab, air panas tidak fungsi tapi lumayam bangetlah untuk kualitas kamarnya",general-pos,general,pos
"Pelayanan ok, qt tiba di hotel jam 12 tengah malam masih ditunggu. Cuma debit air shower yg kurang dan kamar mandi perlu perbaikan dikit. So far rekom deh",service-pos,service,pos
"kamar kotorrr berdebu,seperti sudah lama kosong n tidak dibersihkan. keset kaki ga ada,water heater air panas hanya sedikit,baru pake mandi 1org udh abis, pintu wc ga bs ditutup ga ada kuncinya juga, room service ditelp ga dtg2,ga ada lift ke lt 3",kebersihan-neg,kebersihan,neg
"kamar kotorrr berdebu,seperti sudah lama kosong n tidak dibersihkan. keset kaki ga ada,water heater air panas hanya sedikit,baru pake mandi 1org udh abis, pintu wc ga bs ditutup ga ada kuncinya juga, room service ditelp ga dtg2,ga ada lift ke lt 3",air_panas_P1-neg,air_panas_P1,neg
"kamar kotorrr berdebu,seperti sudah lama kosong n tidak dibersihkan. keset kaki ga ada,water heater air panas hanya sedikit,baru pake mandi 1org udh abis, pintu wc ga bs ditutup ga ada kuncinya juga, room service ditelp ga dtg2,ga ada lift ke lt 3",service-neg,service,neg
Proses cekin sangat lama. Staff kebingungan. ,service-neg,service,neg
kamar dan lain2 bagus cuma ac nya selalu kurang dingin,general-pos,general,pos
kamar dan lain2 bagus cuma ac nya selalu kurang dingin,ac_P1-neg,ac_P1,neg
pelayanan kurang baik...menginap 2 malam cuma dapat snack+mineral sekali..harusnya 2x,service-neg,service,neg
pelayanan kurang baik...menginap 2 malam cuma dapat snack+mineral sekali..harusnya 2x,linen_P1-neg,linen_P1,neg
air panas tidak terlalu panas,air_panas_P1-neg,air_panas_P1,neg
Lebih di tingkatkan kebersihan kamar. ,kebersihan-neg,kebersihan,neg
"Tidak ada makanan ringan sama sekali, tidak ada ada air minum, tidak ada air panas,kamar berbeda den",linen_P1-neg,linen_P1,neg
"Tidak ada makanan ringan sama sekali, tidak ada ada air minum, tidak ada air panas,kamar berbeda den",air_panas_P1-neg,air_panas_P1,neg
"kecewa banget sihh, kenapa ngasih penawaran harga termurah tapi untuk fasilitas hotel ga dikasih. hanya sekedar coffee maker aja ga dapet dengan alasan pihak hotel nya ohh ga semua airy dapet coffee maker bu oohh oke.. trs hot water di kamar mandi ga berfungsi, kolam renang airnya hijau.  1-10 utk pake aplikasi airy saya kasih nilai 4..",linen_P1-neg,linen_P1,neg
"kecewa banget sihh, kenapa ngasih penawaran harga termurah tapi untuk fasilitas hotel ga dikasih. hanya sekedar coffee maker aja ga dapet dengan alasan pihak hotel nya ohh ga semua airy dapet coffee maker bu oohh oke.. trs hot water di kamar mandi ga berfungsi, kolam renang airnya hijau.  1-10 utk pake aplikasi airy saya kasih nilai 4..",air_panas_P1-neg,air_panas_P1,neg
"kamar mandi sangat bau, yg lainnya bagus & nyaman.",bau_P1-neg,bau_P1,neg
"kamar mandi sangat bau, yg lainnya bagus & nyaman.",general-pos,general,pos
tvnya mati2,tv_P1-neg,tv_P1,neg
Tempat nyaman & Receptionist ramah. Hanya saat tengah malam ada tamu telpon didepan receptionist dg pintu pembatas ruangan dibiarkan terbuka oleh petugas malam yg berperawakan kurus shg suara terdengar di kanar. Secara keseluruhan baik.,service-pos,service,pos
Tempat nyaman & Receptionist ramah. Hanya saat tengah malam ada tamu telpon didepan receptionist dg pintu pembatas ruangan dibiarkan terbuka oleh petugas malam yg berperawakan kurus shg suara terdengar di kanar. Secara keseluruhan baik.,general-pos,general,pos
"Bersih, nyaman dan lingkungan tenang. untuk dapur bisa diperbaiki lagi yaa.. agar lebih bersih 😉",kebersihan-neg,kebersihan,neg
"kamar berdebu,  fasilitas air panas di lantai 3 tdak ada, telfon juga tdak ada.. tp staf nya sangat ramah.. ",kebersihan-neg,kebersihan,neg
"kamar berdebu,  fasilitas air panas di lantai 3 tdak ada, telfon juga tdak ada.. tp staf nya sangat ramah.. ",air_panas_P1-neg,air_panas_P1,neg
"kamar berdebu,  fasilitas air panas di lantai 3 tdak ada, telfon juga tdak ada.. tp staf nya sangat ramah.. ",service-pos,service,pos
"paling gak suka dgn pelayanan kepala service, terlalu bossy, walau jabatan bapak diatas karyawan yg lain bapak itu bukan pemilik, harusnya bapak bilang rekan kerjanya bukan anak buah, kan sama2 di gaji😉,, dibenahi lagi lah aturannya jgn beda2 kalau ditanya,, biar tamu gak bingung,, breakfast gak enak sama sekali,, kalau anda ramah kami akan senang",service-neg,service,neg
"paling gak suka dgn pelayanan kepala service, terlalu bossy, walau jabatan bapak diatas karyawan yg lain bapak itu bukan pemilik, harusnya bapak bilang rekan kerjanya bukan anak buah, kan sama2 di gaji😉,, dibenahi lagi lah aturannya jgn beda2 kalau ditanya,, biar tamu gak bingung,, breakfast gak enak sama sekali,, kalau anda ramah kami akan senang",sunrise_meal_P1-neg,sunrise_meal_P1,neg
lokasi masuk gank jauh ac tidak dingin tp ada kolam renang dan dapat breakfast,ac_P1-neg,ac_P1,neg
lokasi masuk gank jauh ac tidak dingin tp ada kolam renang dan dapat breakfast,sunrise_meal_P1-pos,sunrise_meal_P1,pos
"lantainya kurang bersih, ga dikasih tisu. perlu ditingkatkan lagi kebersihannya biar lebih nyaman. lokasinya strategis di tengah kota. ",kebersihan-neg,kebersihan,neg
"lantainya kurang bersih, ga dikasih tisu. perlu ditingkatkan lagi kebersihannya biar lebih nyaman. lokasinya strategis di tengah kota. ",linen_P1-neg,linen_P1,neg
TV tidak nyala,tv_P1-neg,tv_P1,neg
"tempat tidurnya nyaman, bersih :) hanya saja breakfastnya kurang bervariasi, wifinya tidak nyantol di kamar ^^ letak hotelnya ada di tengah kota jadi nggak jauh klo mau jalan-jalan, dekat dengan stasiun dan mall juga :) disekitar hotel banyak warung makan :) thank you airy, mungkin bisa diperbaiki yg kurang kurang ya :)",kebersihan-pos,kebersihan,pos
"tempat tidurnya nyaman, bersih :) hanya saja breakfastnya kurang bervariasi, wifinya tidak nyantol di kamar ^^ letak hotelnya ada di tengah kota jadi nggak jauh klo mau jalan-jalan, dekat dengan stasiun dan mall juga :) disekitar hotel banyak warung makan :) thank you airy, mungkin bisa diperbaiki yg kurang kurang ya :)",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"tempat tidurnya nyaman, bersih :) hanya saja breakfastnya kurang bervariasi, wifinya tidak nyantol di kamar ^^ letak hotelnya ada di tengah kota jadi nggak jauh klo mau jalan-jalan, dekat dengan stasiun dan mall juga :) disekitar hotel banyak warung makan :) thank you airy, mungkin bisa diperbaiki yg kurang kurang ya :)",wifi_P1-neg,wifi_P1,neg
"tempat tidurnya nyaman, bersih :) hanya saja breakfastnya kurang bervariasi, wifinya tidak nyantol di kamar ^^ letak hotelnya ada di tengah kota jadi nggak jauh klo mau jalan-jalan, dekat dengan stasiun dan mall juga :) disekitar hotel banyak warung makan :) thank you airy, mungkin bisa diperbaiki yg kurang kurang ya :)",linen_P1-pos,linen_P1,pos
SO BAD ! kamar nya jorok bgt.. bnyak srng laba2..kmr mndi gk d ksih tissue toilet gk ada keset. chek,kebersihan-neg,kebersihan,neg
SO BAD ! kamar nya jorok bgt.. bnyak srng laba2..kmr mndi gk d ksih tissue toilet gk ada keset. chek,linen_P1-neg,linen_P1,neg
sy lbh suka twin bed room dibanding double bed room krn lbh lengkap. wifi kamar sedang rusak. pegawai sangat ramah,wifi_P1-neg,wifi_P1,neg
sy lbh suka twin bed room dibanding double bed room krn lbh lengkap. wifi kamar sedang rusak. pegawai sangat ramah,service-pos,service,pos
"lumayan lah lg byk diskon, cuma kondisi kunci kmr yg sy tmpi sudah rusak jd manual, batre ac abis tp",ac_P1-neg,ac_P1,neg
"Sejauh ini sudah cukup baik tempat dan fasilitasnya, hanya kurang Snack dan minuman! ",general-pos,general,pos
"Sejauh ini sudah cukup baik tempat dan fasilitasnya, hanya kurang Snack dan minuman! ",linen_P1-neg,linen_P1,neg
"Kamarnya sangat kotor  lantainya, sprei banyak noda, kamar mandi spooky, handuk kumal dan staffnya tidak ramah.",kebersihan-neg,kebersihan,neg
"Kamarnya sangat kotor  lantainya, sprei banyak noda, kamar mandi spooky, handuk kumal dan staffnya tidak ramah.",linen_P1-neg,linen_P1,neg
"Kamarnya sangat kotor  lantainya, sprei banyak noda, kamar mandi spooky, handuk kumal dan staffnya tidak ramah.",service-neg,service,neg
"Proses check in cepat, kamar bersih, tersedia air hangat. Saat saya menginap wifi sedang mati, TV tidak bisa menyala.",air_panas_P1-pos,air_panas_P1,pos
"Proses check in cepat, kamar bersih, tersedia air hangat. Saat saya menginap wifi sedang mati, TV tidak bisa menyala.",kebersihan-pos,kebersihan,pos
"Proses check in cepat, kamar bersih, tersedia air hangat. Saat saya menginap wifi sedang mati, TV tidak bisa menyala.",wifi_P1-neg,wifi_P1,neg
"Proses check in cepat, kamar bersih, tersedia air hangat. Saat saya menginap wifi sedang mati, TV tidak bisa menyala.",tv_P1-neg,tv_P1,neg
"ac tidak dingin, pelanggan kepanasan, kamar mandi kotor",ac_P1-neg,ac_P1,neg
"ac tidak dingin, pelanggan kepanasan, kamar mandi kotor",kebersihan-neg,kebersihan,neg
"Kanar kotor, ada bekas sampah plastik di dalam kamar",kebersihan-neg,kebersihan,neg
"Terlalu rame, dan resepsionis nya judes baik yg tua maupun yg muda. Wifi juga susah nyantol. Tapi so far, fasilitas kamarnya lumayan lah. ",service-neg,service,neg
"Terlalu rame, dan resepsionis nya judes baik yg tua maupun yg muda. Wifi juga susah nyantol. Tapi so far, fasilitas kamarnya lumayan lah. ",wifi_P1-neg,wifi_P1,neg
"Ac tidak dingin, fasilitas hotel tidak bagus",ac_P1-neg,ac_P1,neg
"sangat mengecewakan, kamarnya kotor apalagi di atas lemari sampah berserakan, shower ga da jadi mandi pake timba itupun kita complain slow respond harus nelfon pihak airy dan owner. sangat kecewa sama airy room standarnya ga sesuai sama yang di harapkan. 1. ga da shower 2. ac ga dingin 3. ga da air panas 4. selimut ga sesuai standar. MENGECEWAKAN",kebersihan-neg,kebersihan,neg
"sangat mengecewakan, kamarnya kotor apalagi di atas lemari sampah berserakan, shower ga da jadi mandi pake timba itupun kita complain slow respond harus nelfon pihak airy dan owner. sangat kecewa sama airy room standarnya ga sesuai sama yang di harapkan. 1. ga da shower 2. ac ga dingin 3. ga da air panas 4. selimut ga sesuai standar. MENGECEWAKAN",air_panas_P1-neg,air_panas_P1,neg
"sangat mengecewakan, kamarnya kotor apalagi di atas lemari sampah berserakan, shower ga da jadi mandi pake timba itupun kita complain slow respond harus nelfon pihak airy dan owner. sangat kecewa sama airy room standarnya ga sesuai sama yang di harapkan. 1. ga da shower 2. ac ga dingin 3. ga da air panas 4. selimut ga sesuai standar. MENGECEWAKAN",ac_P1-neg,ac_P1,neg
"sangat mengecewakan, kamarnya kotor apalagi di atas lemari sampah berserakan, shower ga da jadi mandi pake timba itupun kita complain slow respond harus nelfon pihak airy dan owner. sangat kecewa sama airy room standarnya ga sesuai sama yang di harapkan. 1. ga da shower 2. ac ga dingin 3. ga da air panas 4. selimut ga sesuai standar. MENGECEWAKAN",linen_P1-neg,linen_P1,neg
"sangat mengecewakan, kamarnya kotor apalagi di atas lemari sampah berserakan, shower ga da jadi mandi pake timba itupun kita complain slow respond harus nelfon pihak airy dan owner. sangat kecewa sama airy room standarnya ga sesuai sama yang di harapkan. 1. ga da shower 2. ac ga dingin 3. ga da air panas 4. selimut ga sesuai standar. MENGECEWAKAN",general-neg,general,neg
koneksi internet perlu diperbaiki. kamar saya tidak bisa masuk wifi,wifi_P1-neg,wifi_P1,neg
"Hotelnya gelap, kamarnya kotor, bau seperti bau bangkai tikus dan ada KECOAKnya, sepraynya juga koto",kebersihan-neg,kebersihan,neg
"Hotelnya gelap, kamarnya kotor, bau seperti bau bangkai tikus dan ada KECOAKnya, sepraynya juga koto",bau_P1-neg,bau_P1,neg
"Hotelnya gelap, kamarnya kotor, bau seperti bau bangkai tikus dan ada KECOAKnya, sepraynya juga koto",linen_P1-neg,linen_P1,neg
wifi buruk ....signal telpon di lt 3 hilang ...breakfast terlalu siang shg ketika mau check out puku,wifi_P1-neg,wifi_P1,neg
wifi buruk ....signal telpon di lt 3 hilang ...breakfast terlalu siang shg ketika mau check out puku,sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Tempatnya bersih, minus wifi nya ga bisa",kebersihan-pos,kebersihan,pos
"Tempatnya bersih, minus wifi nya ga bisa",wifi_P1-neg,wifi_P1,neg
"AC mati, tidak ada keset, pelayanan kurang",ac_P1-neg,ac_P1,neg
"AC mati, tidak ada keset, pelayanan kurang",service-neg,service,neg
Air panasnya ga berfungsi.. :/ kamar rapi..kamar mandi kurang bersih,air_panas_P1-neg,air_panas_P1,neg
Air panasnya ga berfungsi.. :/ kamar rapi..kamar mandi kurang bersih,kebersihan-neg,kebersihan,neg
Ga masalah hotelnya lama. Cuma sayang aja kurang bersih. Keliatan sprei ga di ganti. Ga di rapihin p,kebersihan-neg,kebersihan,neg
Ga masalah hotelnya lama. Cuma sayang aja kurang bersih. Keliatan sprei ga di ganti. Ga di rapihin p,linen_P1-neg,linen_P1,neg
"Tdk sesuai yg ditampilkan. Air panas utk mandi tdk berfungsi, sarapan sangat minimalis, kamar berbau, saat buka kamar tdk disemprot pengharum ",air_panas_P1-neg,air_panas_P1,neg
"Tdk sesuai yg ditampilkan. Air panas utk mandi tdk berfungsi, sarapan sangat minimalis, kamar berbau, saat buka kamar tdk disemprot pengharum ",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Tdk sesuai yg ditampilkan. Air panas utk mandi tdk berfungsi, sarapan sangat minimalis, kamar berbau, saat buka kamar tdk disemprot pengharum ",bau_P1-neg,bau_P1,neg
"Kamarnya bocor,  layanannya kurang baik, beberapa penjaganya  kurang sopan membuat jadi tidak nyaman,  tapi lumayanlah ya kalau buat budget hotel. ",kebersihan-neg,kebersihan,neg
"Kamarnya bocor,  layanannya kurang baik, beberapa penjaganya  kurang sopan membuat jadi tidak nyaman,  tapi lumayanlah ya kalau buat budget hotel. ",service-neg,service,neg
"kamar nya bersih, tempat nya nyaman, toilet nya ya lumayan bersih, cuma kloset air nya rusak, hanya kendala di kloset dan air panas untuk di lantai 1. trims airy ",kebersihan-pos,kebersihan,pos
"kamar nya bersih, tempat nya nyaman, toilet nya ya lumayan bersih, cuma kloset air nya rusak, hanya kendala di kloset dan air panas untuk di lantai 1. trims airy ",air_panas_P1-neg,air_panas_P1,neg
air panasnya kurang panas ah,air_panas_P1-neg,air_panas_P1,neg
"PAS BARU SAMPAI TERNYATA BELUM TERDAFTAR DI HOTEL INI, SNACK SUDAH TIDAK TERSEDIA YA? SOALNYA GA ADA.",linen_P1-neg,linen_P1,neg
"Ac tidak dingin, sangat kurang nyaman.",ac_P1-neg,ac_P1,neg
"tidak sesuai ekspektasi kamar sempit,  kotor, almari baju tidak ada, kamar mandi kotor,  air kecil, air panas mati... satpam ramah... *nb: perlu perbaikan fasilitas.. ",kebersihan-neg,kebersihan,neg
"tidak sesuai ekspektasi kamar sempit,  kotor, almari baju tidak ada, kamar mandi kotor,  air kecil, air panas mati... satpam ramah... *nb: perlu perbaikan fasilitas.. ",air_panas_P1-neg,air_panas_P1,neg
"tidak sesuai ekspektasi kamar sempit,  kotor, almari baju tidak ada, kamar mandi kotor,  air kecil, air panas mati... satpam ramah... *nb: perlu perbaikan fasilitas.. ",service-pos,service,pos
"Waktu CheckIn sampai ganti kamar 2 kali (Lantai Kotor, Seprai Lusuh & Bercak Merah, Meja debu tebal, Saluran Air mampet), Tidak ada Properti Airy di kamar (Bantal Biru), Perlu di review lg kerjasama Airy dengan Hotel ini. Pertama dan terakhir menginap disini.",kebersihan-neg,kebersihan,neg
